counter_id,date,time,channel_1,channel_2
15,2007-04-28,15,0.0,0.0
15,2007-04-28,16,0.0,0.0
15,2007-04-28,17,0.0,0.0
15,2007-04-28,18,0.0,0.0
15,2007-04-28,19,0.0,0.0
15,2007-04-28,20,0.0,0.0
15,2007-04-28,21,0.0,0.0
15,2007-04-28,22,0.0,0.0
15,2007-04-28,23,0.0,0.0
15,2007-04-29,00,0.0,0.0
15,2007-04-29,01,0.0,0.0
15,2007-04-29,02,0.0,0.0
15,2007-04-29,03,0.0,0.0
15,2007-04-29,04,0.0,0.0
15,2007-04-29,05,0.0,0.0
15,2007-04-29,06,0.0,0.0
15,2007-04-29,07,0.0,0.0
15,2007-04-29,08,0.0,0.0
15,2007-04-29,09,0.0,0.0
15,2007-04-29,10,0.0,0.0
15,2007-04-29,11,0.0,0.0
15,2007-04-29,12,0.0,0.0
15,2007-04-29,13,0.0,0.0
15,2007-04-29,14,0.0,0.0
15,2007-04-29,15,0.0,0.0
15,2007-04-29,16,0.0,0.0
15,2007-04-29,17,0.0,0.0
15,2007-04-29,18,0.0,0.0
15,2007-04-29,19,0.0,0.0
15,2007-04-29,20,0.0,0.0
15,2007-04-29,21,0.0,0.0
15,2007-04-29,22,0.0,0.0
15,2007-04-29,23,0.0,0.0
15,2007-04-30,00,0.0,0.0
15,2007-04-30,01,0.0,0.0
15,2007-04-30,02,0.0,0.0
15,2007-04-30,03,0.0,0.0
15,2007-04-30,04,0.0,0.0
15,2007-04-30,05,0.0,0.0
15,2007-04-30,06,0.0,0.0
15,2007-04-30,07,0.0,0.0
15,2007-04-30,08,0.0,0.0
15,2007-04-30,09,0.0,0.0
15,2007-04-30,10,0.0,0.0
15,2007-04-30,11,0.0,0.0
15,2007-04-30,12,0.0,0.0
15,2007-04-30,13,0.0,0.0
15,2007-04-30,14,0.0,0.0
15,2007-04-30,15,0.0,0.0
15,2007-04-30,16,0.0,0.0
15,2007-04-30,17,0.0,0.0
15,2007-04-30,18,0.0,0.0
15,2007-04-30,19,0.0,0.0
15,2007-04-30,20,0.0,0.0
15,2007-04-30,21,0.0,0.0
15,2007-04-30,22,0.0,0.0
15,2007-04-30,23,0.0,0.0
15,2007-05-01,00,0.0,0.0
15,2007-05-01,01,0.0,0.0
15,2007-05-01,02,0.0,0.0
15,2007-05-01,03,0.0,0.0
15,2007-05-01,04,0.0,0.0
15,2007-05-01,05,0.0,0.0
15,2007-05-01,06,0.0,0.0
15,2007-05-01,07,0.0,0.0
15,2007-05-01,08,0.0,0.0
15,2007-05-01,09,0.0,0.0
15,2007-05-01,10,0.0,0.0
15,2007-05-01,11,0.0,0.0
15,2007-05-01,12,0.0,0.0
15,2007-05-01,13,0.0,0.0
15,2007-05-01,14,0.0,0.0
15,2007-05-01,15,0.0,0.0
15,2007-05-01,16,0.0,0.0
15,2007-05-01,17,0.0,0.0
15,2007-05-01,18,0.0,0.0
15,2007-05-01,19,0.0,0.0
15,2007-05-01,20,0.0,0.0
15,2007-05-01,21,0.0,0.0
15,2007-05-01,22,0.0,0.0
15,2007-05-01,23,0.0,0.0
15,2007-05-02,00,0.0,0.0
15,2007-05-02,01,0.0,0.0
15,2007-05-02,02,0.0,0.0
15,2007-05-02,03,0.0,0.0
15,2007-05-02,04,0.0,0.0
15,2007-05-02,05,0.0,0.0
15,2007-05-02,06,0.0,0.0
15,2007-05-02,07,0.0,0.0
15,2007-05-02,08,0.0,0.0
15,2007-05-02,09,0.0,0.0
15,2007-05-02,10,0.0,0.0
15,2007-05-02,11,0.0,0.0
15,2007-05-02,12,0.0,0.0
15,2007-05-02,13,0.0,0.0
15,2007-05-02,14,0.0,0.0
15,2007-05-02,15,0.0,0.0
15,2007-05-02,16,0.0,0.0
15,2007-05-02,17,0.0,0.0
15,2007-05-02,18,0.0,0.0
15,2007-05-02,19,0.0,0.0
15,2007-05-02,20,0.0,0.0
15,2007-05-02,21,0.0,0.0
15,2007-05-02,22,0.0,0.0
15,2007-05-02,23,0.0,0.0
15,2007-05-03,00,0.0,0.0
15,2007-05-03,01,0.0,0.0
15,2007-05-03,02,0.0,0.0
15,2007-05-03,03,0.0,0.0
15,2007-05-03,04,0.0,0.0
15,2007-05-03,05,0.0,0.0
15,2007-05-03,06,0.0,0.0
15,2007-05-03,07,0.0,0.0
15,2007-05-03,08,0.0,0.0
15,2007-05-03,09,0.0,0.0
15,2007-05-03,10,0.0,0.0
15,2007-05-03,11,0.0,0.0
15,2007-05-03,12,0.0,0.0
15,2007-05-03,13,0.0,0.0
15,2007-05-03,14,0.0,0.0
15,2007-05-03,15,0.0,0.0
15,2007-05-03,16,0.0,0.0
15,2007-05-03,17,0.0,0.0
15,2007-05-03,18,0.0,0.0
15,2007-05-03,19,0.0,0.0
15,2007-05-03,20,0.0,0.0
15,2007-05-03,21,0.0,0.0
15,2007-05-03,22,0.0,0.0
15,2007-05-03,23,0.0,0.0
15,2007-05-04,00,0.0,0.0
15,2007-05-04,01,0.0,0.0
15,2007-05-04,02,0.0,0.0
15,2007-05-04,03,0.0,0.0
15,2007-05-04,04,0.0,0.0
15,2007-05-04,05,0.0,0.0
15,2007-05-04,06,0.0,0.0
15,2007-05-04,07,0.0,0.0
15,2007-05-04,08,0.0,0.0
15,2007-05-04,09,0.0,0.0
15,2007-05-04,10,0.0,0.0
15,2007-05-04,11,0.0,0.0
15,2007-05-04,12,0.0,0.0
15,2007-05-04,13,0.0,0.0
15,2007-05-04,14,0.0,0.0
15,2007-05-04,15,0.0,0.0
15,2007-05-04,16,0.0,0.0
15,2007-05-04,17,0.0,0.0
15,2007-05-04,18,0.0,0.0
15,2007-05-04,19,0.0,0.0
15,2007-05-04,20,0.0,0.0
15,2007-05-04,21,0.0,0.0
15,2007-05-04,22,0.0,0.0
15,2007-05-04,23,0.0,0.0
15,2007-05-05,00,0.0,0.0
15,2007-05-05,01,0.0,0.0
15,2007-05-05,02,0.0,0.0
15,2007-05-05,03,0.0,0.0
15,2007-05-05,04,0.0,0.0
15,2007-05-05,05,0.0,0.0
15,2007-05-05,06,0.0,0.0
15,2007-05-05,07,0.0,0.0
15,2007-05-05,08,0.0,0.0
15,2007-05-05,09,0.0,0.0
15,2007-05-05,10,0.0,0.0
15,2007-05-05,11,0.0,0.0
15,2007-05-05,12,0.0,0.0
15,2007-05-05,13,0.0,0.0
15,2007-05-05,14,0.0,0.0
15,2007-05-05,15,0.0,0.0
15,2007-05-05,16,0.0,0.0
15,2007-05-05,17,0.0,0.0
15,2007-05-05,18,0.0,0.0
15,2007-05-05,19,0.0,0.0
15,2007-05-05,20,0.0,0.0
15,2007-05-05,21,0.0,0.0
15,2007-05-05,22,0.0,0.0
15,2007-05-05,23,0.0,0.0
15,2007-05-06,00,0.0,0.0
15,2007-05-06,01,0.0,0.0
15,2007-05-06,02,0.0,0.0
15,2007-05-06,03,0.0,0.0
15,2007-05-06,04,0.0,0.0
15,2007-05-06,05,0.0,0.0
15,2007-05-06,06,0.0,0.0
15,2007-05-06,07,0.0,0.0
15,2007-05-06,08,0.0,0.0
15,2007-05-06,09,0.0,0.0
15,2007-05-06,10,0.0,0.0
15,2007-05-06,11,0.0,0.0
15,2007-05-06,12,0.0,0.0
15,2007-05-06,13,0.0,0.0
15,2007-05-06,14,0.0,0.0
15,2007-05-06,15,0.0,0.0
15,2007-05-06,16,0.0,0.0
15,2007-05-06,17,0.0,0.0
15,2007-05-06,18,0.0,0.0
15,2007-05-06,19,0.0,0.0
15,2007-05-06,20,0.0,0.0
15,2007-05-06,21,0.0,0.0
15,2007-05-06,22,0.0,0.0
15,2007-05-06,23,0.0,0.0
15,2007-05-07,00,0.0,0.0
15,2007-05-07,01,0.0,0.0
15,2007-05-07,02,0.0,0.0
15,2007-05-07,03,0.0,0.0
15,2007-05-07,04,0.0,0.0
15,2007-05-07,05,0.0,0.0
15,2007-05-07,06,0.0,0.0
15,2007-05-07,07,0.0,0.0
15,2007-05-07,08,0.0,0.0
15,2007-05-07,09,0.0,0.0
15,2007-05-07,10,0.0,0.0
15,2007-05-07,11,0.0,0.0
15,2007-05-07,12,0.0,0.0
15,2007-05-07,13,0.0,0.0
15,2007-05-07,14,0.0,0.0
15,2007-05-07,15,0.0,0.0
15,2007-05-07,16,0.0,0.0
15,2007-05-07,17,0.0,0.0
15,2007-05-07,18,0.0,0.0
15,2007-05-07,19,0.0,0.0
15,2007-05-07,20,0.0,0.0
15,2007-05-07,21,0.0,0.0
15,2007-05-07,22,0.0,0.0
15,2007-05-07,23,0.0,0.0
15,2007-05-08,00,0.0,0.0
15,2007-05-08,01,0.0,0.0
15,2007-05-08,02,0.0,0.0
15,2007-05-08,03,0.0,0.0
15,2007-05-08,04,0.0,0.0
15,2007-05-08,05,0.0,0.0
15,2007-05-08,06,0.0,0.0
15,2007-05-08,07,0.0,0.0
15,2007-05-08,08,0.0,0.0
15,2007-05-08,09,0.0,0.0
15,2007-05-08,10,0.0,0.0
15,2007-05-08,11,0.0,0.0
15,2007-05-08,12,0.0,0.0
15,2007-05-08,13,0.0,0.0
15,2007-05-08,14,0.0,0.0
15,2007-05-08,15,0.0,0.0
15,2007-05-08,16,0.0,0.0
15,2007-05-08,17,0.0,0.0
15,2007-05-08,18,0.0,0.0
15,2007-05-08,19,0.0,0.0
15,2007-05-08,20,0.0,0.0
15,2007-05-08,21,0.0,0.0
15,2007-05-08,22,0.0,0.0
15,2007-05-08,23,0.0,0.0
15,2007-05-09,00,0.0,0.0
15,2007-05-09,01,0.0,0.0
15,2007-05-09,02,0.0,0.0
15,2007-05-09,03,0.0,0.0
15,2007-05-09,04,0.0,0.0
15,2007-05-09,05,0.0,0.0
15,2007-05-09,06,0.0,0.0
15,2007-05-09,07,0.0,0.0
15,2007-05-09,08,0.0,0.0
15,2007-05-09,09,0.0,0.0
15,2007-05-09,10,0.0,0.0
15,2007-05-09,11,0.0,0.0
15,2007-05-09,12,0.0,0.0
15,2007-05-09,13,0.0,0.0
15,2007-05-09,14,0.0,0.0
15,2007-05-09,15,0.0,0.0
15,2007-05-09,16,0.0,0.0
15,2007-05-09,17,0.0,0.0
15,2007-05-09,18,0.0,0.0
15,2007-05-09,19,0.0,0.0
15,2007-05-09,20,0.0,0.0
15,2007-05-09,21,0.0,0.0
15,2007-05-09,22,0.0,0.0
15,2007-05-09,23,0.0,0.0
15,2007-05-10,00,0.0,0.0
15,2007-05-10,01,0.0,0.0
15,2007-05-10,02,0.0,0.0
15,2007-05-10,03,0.0,0.0
15,2007-05-10,04,0.0,0.0
15,2007-05-10,05,0.0,0.0
15,2007-05-10,06,0.0,0.0
15,2007-05-10,07,0.0,0.0
15,2007-05-10,08,0.0,0.0
15,2007-05-10,09,0.0,0.0
15,2007-05-10,10,0.0,0.0
15,2007-05-10,11,0.0,0.0
15,2007-05-10,12,0.0,0.0
15,2007-05-10,13,0.0,0.0
15,2007-05-10,14,0.0,0.0
15,2007-05-10,15,0.0,0.0
15,2007-05-10,16,0.0,0.0
15,2007-05-10,17,0.0,0.0
15,2007-05-10,18,0.0,0.0
15,2007-05-10,19,0.0,0.0
15,2007-05-10,20,0.0,0.0
15,2007-05-10,21,0.0,0.0
15,2007-05-10,22,0.0,0.0
15,2007-05-10,23,0.0,0.0
15,2007-05-11,00,0.0,0.0
15,2007-05-11,01,0.0,0.0
15,2007-05-11,02,0.0,0.0
15,2007-05-11,03,0.0,0.0
15,2007-05-11,04,0.0,0.0
15,2007-05-11,05,0.0,0.0
15,2007-05-11,06,0.0,0.0
15,2007-05-11,07,0.0,0.0
15,2007-05-11,08,0.0,0.0
15,2007-05-11,09,0.0,0.0
15,2007-05-11,10,0.0,0.0
15,2007-05-11,11,0.0,0.0
15,2007-05-11,12,0.0,0.0
15,2007-05-11,13,0.0,0.0
15,2007-05-11,14,0.0,0.0
15,2007-05-11,15,0.0,0.0
15,2007-05-11,16,0.0,0.0
15,2007-05-11,17,0.0,0.0
15,2007-05-11,18,0.0,0.0
15,2007-05-11,19,0.0,0.0
15,2007-05-11,20,0.0,0.0
15,2007-05-11,21,0.0,0.0
15,2007-05-11,22,0.0,0.0
15,2007-05-11,23,0.0,0.0
15,2007-05-12,00,0.0,0.0
15,2007-05-12,01,0.0,0.0
15,2007-05-12,02,0.0,0.0
15,2007-05-12,03,0.0,0.0
15,2007-05-12,04,0.0,0.0
15,2007-05-12,05,0.0,0.0
15,2007-05-12,06,0.0,0.0
15,2007-05-12,07,0.0,0.0
15,2007-05-12,08,0.0,0.0
15,2007-05-12,09,0.0,0.0
15,2007-05-12,10,0.0,0.0
15,2007-05-12,11,0.0,0.0
15,2007-05-12,12,0.0,0.0
15,2007-05-12,13,0.0,0.0
15,2007-05-12,14,0.0,0.0
15,2007-05-12,15,0.0,0.0
15,2007-05-12,16,0.0,0.0
15,2007-05-12,17,0.0,0.0
15,2007-05-12,18,0.0,0.0
15,2007-05-12,19,0.0,0.0
15,2007-05-12,20,0.0,0.0
15,2007-05-12,21,0.0,0.0
15,2007-05-12,22,0.0,0.0
15,2007-05-12,23,0.0,0.0
15,2007-05-13,00,0.0,0.0
15,2007-05-13,01,0.0,0.0
15,2007-05-13,02,0.0,0.0
15,2007-05-13,03,0.0,0.0
15,2007-05-13,04,0.0,0.0
15,2007-05-13,05,0.0,0.0
15,2007-05-13,06,0.0,0.0
15,2007-05-13,07,0.0,0.0
15,2007-05-13,08,0.0,0.0
15,2007-05-13,09,0.0,0.0
15,2007-05-13,10,0.0,0.0
15,2007-05-13,11,0.0,0.0
15,2007-05-13,12,0.0,0.0
15,2007-05-13,13,0.0,0.0
15,2007-05-13,14,0.0,0.0
15,2007-05-13,15,0.0,0.0
15,2007-05-13,16,0.0,0.0
15,2007-05-13,17,0.0,0.0
15,2007-05-13,18,0.0,0.0
15,2007-05-13,19,0.0,0.0
15,2007-05-13,20,0.0,0.0
15,2007-05-13,21,0.0,0.0
15,2007-05-13,22,0.0,0.0
15,2007-05-13,23,0.0,0.0
15,2007-05-14,00,0.0,0.0
15,2007-05-14,01,0.0,0.0
15,2007-05-14,02,0.0,0.0
15,2007-05-14,03,0.0,0.0
15,2007-05-14,04,0.0,0.0
15,2007-05-14,05,0.0,0.0
15,2007-05-14,06,0.0,0.0
15,2007-05-14,07,0.0,0.0
15,2007-05-14,08,0.0,0.0
15,2007-05-14,09,0.0,0.0
15,2007-05-14,10,0.0,0.0
15,2007-05-14,11,0.0,0.0
15,2007-05-14,12,0.0,0.0
15,2007-05-14,13,0.0,0.0
15,2007-05-14,14,0.0,0.0
15,2007-05-14,15,0.0,0.0
15,2007-05-14,16,0.0,0.0
15,2007-05-14,17,0.0,0.0
15,2007-05-14,18,0.0,0.0
15,2007-05-14,19,0.0,0.0
15,2007-05-14,20,0.0,0.0
15,2007-05-14,21,0.0,0.0
15,2007-05-14,22,0.0,0.0
15,2007-05-14,23,0.0,0.0
15,2007-05-15,00,0.0,0.0
15,2007-05-15,01,0.0,0.0
15,2007-05-15,02,0.0,0.0
15,2007-05-15,03,0.0,0.0
15,2007-05-15,04,0.0,0.0
15,2007-05-15,05,0.0,0.0
15,2007-05-15,06,0.0,0.0
15,2007-05-15,07,0.0,0.0
15,2007-05-15,08,0.0,0.0
15,2007-05-15,09,0.0,0.0
15,2007-05-15,10,0.0,0.0
15,2007-05-15,11,0.0,0.0
15,2007-05-15,12,0.0,0.0
15,2007-05-15,13,0.0,0.0
15,2007-05-15,14,0.0,0.0
15,2007-05-15,15,0.0,0.0
15,2007-05-15,16,0.0,0.0
15,2007-05-15,17,0.0,0.0
15,2007-05-15,18,0.0,0.0
15,2007-05-15,19,0.0,0.0
15,2007-05-15,20,0.0,0.0
15,2007-05-15,21,0.0,0.0
15,2007-05-15,22,0.0,0.0
15,2007-05-15,23,0.0,0.0
15,2007-05-16,00,0.0,0.0
15,2007-05-16,01,0.0,0.0
15,2007-05-16,02,0.0,0.0
15,2007-05-16,03,0.0,0.0
15,2007-05-16,04,0.0,0.0
15,2007-05-16,05,0.0,0.0
15,2007-05-16,06,0.0,0.0
15,2007-05-16,07,0.0,0.0
15,2007-05-16,08,0.0,0.0
15,2007-05-16,09,0.0,0.0
15,2007-05-16,10,0.0,0.0
15,2007-05-16,11,0.0,0.0
15,2007-05-16,12,0.0,0.0
15,2007-05-16,13,0.0,0.0
15,2007-05-16,14,0.0,0.0
15,2007-05-16,15,0.0,0.0
15,2007-05-16,16,0.0,0.0
15,2007-05-16,17,0.0,0.0
15,2007-05-16,18,0.0,0.0
15,2007-05-16,19,0.0,0.0
15,2007-05-16,20,0.0,0.0
15,2007-05-16,21,0.0,0.0
15,2007-05-16,22,0.0,0.0
15,2007-05-16,23,0.0,0.0
15,2007-05-17,00,0.0,0.0
15,2007-05-17,01,0.0,0.0
15,2007-05-17,02,0.0,0.0
15,2007-05-17,03,0.0,0.0
15,2007-05-17,04,0.0,0.0
15,2007-05-17,05,0.0,0.0
15,2007-05-17,06,0.0,0.0
15,2007-05-17,07,0.0,0.0
15,2007-05-17,08,0.0,0.0
15,2007-05-17,09,0.0,0.0
15,2007-05-17,10,0.0,0.0
15,2007-05-17,11,0.0,0.0
15,2007-05-17,12,0.0,0.0
15,2007-05-17,13,0.0,0.0
15,2007-05-17,14,0.0,0.0
15,2007-05-17,15,0.0,0.0
15,2007-05-17,16,0.0,0.0
15,2007-05-17,17,0.0,0.0
15,2007-05-17,18,0.0,0.0
15,2007-05-17,19,0.0,0.0
15,2007-05-17,20,0.0,0.0
15,2007-05-17,21,0.0,0.0
15,2007-05-17,22,0.0,0.0
15,2007-05-17,23,0.0,0.0
15,2007-05-18,00,0.0,0.0
15,2007-05-18,01,0.0,0.0
15,2007-05-18,02,0.0,0.0
15,2007-05-18,03,0.0,0.0
15,2007-05-18,04,0.0,0.0
15,2007-05-18,05,0.0,0.0
15,2007-05-18,06,0.0,0.0
15,2007-05-18,07,0.0,0.0
15,2007-05-18,08,0.0,0.0
15,2007-05-18,09,0.0,0.0
15,2007-05-18,10,0.0,0.0
15,2007-05-18,11,0.0,0.0
15,2007-05-18,12,0.0,0.0
15,2007-05-18,13,0.0,0.0
15,2007-05-18,14,0.0,0.0
15,2007-05-18,15,0.0,0.0
15,2007-05-18,16,0.0,0.0
15,2007-05-18,17,0.0,0.0
15,2007-05-18,18,0.0,0.0
15,2007-05-18,19,0.0,0.0
15,2007-05-18,20,0.0,0.0
15,2007-05-18,21,0.0,0.0
15,2007-05-18,22,0.0,0.0
15,2007-05-18,23,0.0,0.0
15,2007-05-19,00,0.0,0.0
15,2007-05-19,01,0.0,0.0
15,2007-05-19,02,0.0,0.0
15,2007-05-19,03,0.0,0.0
15,2007-05-19,04,0.0,0.0
15,2007-05-19,05,0.0,0.0
15,2007-05-19,06,0.0,0.0
15,2007-05-19,07,0.0,0.0
15,2007-05-19,08,0.0,0.0
15,2007-05-19,09,0.0,0.0
15,2007-05-19,10,0.0,0.0
15,2007-05-19,11,0.0,0.0
15,2007-05-19,12,0.0,0.0
15,2007-05-19,13,0.0,0.0
15,2007-05-19,14,0.0,0.0
15,2007-05-19,15,0.0,0.0
15,2007-05-19,16,0.0,0.0
15,2007-05-19,17,0.0,0.0
15,2007-05-19,18,0.0,0.0
15,2007-05-19,19,0.0,0.0
15,2007-05-19,20,0.0,0.0
15,2007-05-19,21,0.0,0.0
15,2007-05-19,22,0.0,0.0
15,2007-05-19,23,0.0,0.0
15,2007-05-20,00,0.0,0.0
15,2007-05-20,01,0.0,0.0
15,2007-05-20,02,0.0,0.0
15,2007-05-20,03,0.0,0.0
15,2007-05-20,04,0.0,0.0
15,2007-05-20,05,0.0,0.0
15,2007-05-20,06,0.0,0.0
15,2007-05-20,07,0.0,0.0
15,2007-05-20,08,0.0,0.0
15,2007-05-20,09,0.0,0.0
15,2007-05-20,10,0.0,0.0
15,2007-05-20,11,0.0,0.0
15,2007-05-20,12,0.0,0.0
15,2007-05-20,13,0.0,0.0
15,2007-05-20,14,0.0,0.0
15,2007-05-20,15,0.0,0.0
15,2007-05-20,16,0.0,0.0
15,2007-05-20,17,0.0,0.0
15,2007-05-20,18,0.0,0.0
15,2007-05-20,19,0.0,0.0
15,2007-05-20,20,0.0,0.0
15,2007-05-20,21,0.0,0.0
15,2007-05-20,22,0.0,0.0
15,2007-05-20,23,0.0,0.0
15,2007-05-21,00,0.0,0.0
15,2007-05-21,01,0.0,0.0
15,2007-05-21,02,0.0,0.0
15,2007-05-21,03,0.0,0.0
15,2007-05-21,04,0.0,0.0
15,2007-05-21,05,0.0,0.0
15,2007-05-21,06,0.0,0.0
15,2007-05-21,07,0.0,0.0
15,2007-05-21,08,0.0,0.0
15,2007-05-21,09,0.0,0.0
15,2007-05-21,10,0.0,0.0
15,2007-05-21,11,0.0,0.0
15,2007-05-21,12,0.0,0.0
15,2007-05-21,13,0.0,0.0
15,2007-05-21,14,0.0,0.0
15,2007-05-21,15,0.0,0.0
15,2007-05-21,16,0.0,0.0
15,2007-05-21,17,0.0,0.0
15,2007-05-21,18,0.0,0.0
15,2007-05-21,19,0.0,0.0
15,2007-05-21,20,0.0,0.0
15,2007-05-21,21,0.0,0.0
15,2007-05-21,22,0.0,0.0
15,2007-05-21,23,0.0,0.0
15,2007-05-22,00,0.0,0.0
15,2007-05-22,01,0.0,0.0
15,2007-05-22,02,0.0,0.0
15,2007-05-22,03,0.0,0.0
15,2007-05-22,04,0.0,0.0
15,2007-05-22,05,0.0,0.0
15,2007-05-22,06,0.0,0.0
15,2007-05-22,07,0.0,0.0
15,2007-05-22,08,0.0,0.0
15,2007-05-22,09,0.0,0.0
15,2007-05-22,10,0.0,0.0
15,2007-05-22,11,0.0,0.0
15,2007-05-22,12,0.0,0.0
15,2007-05-22,13,0.0,0.0
15,2007-05-22,14,0.0,0.0
15,2007-05-22,15,0.0,0.0
15,2007-05-22,16,0.0,0.0
15,2007-05-22,17,0.0,0.0
15,2007-05-22,18,0.0,0.0
15,2007-05-22,19,0.0,0.0
15,2007-05-22,20,0.0,0.0
15,2007-05-22,21,0.0,0.0
15,2007-05-22,22,0.0,0.0
15,2007-05-22,23,0.0,0.0
15,2007-05-23,00,0.0,0.0
15,2007-05-23,01,0.0,0.0
15,2007-05-23,02,0.0,0.0
15,2007-05-23,03,0.0,0.0
15,2007-05-23,04,0.0,0.0
15,2007-05-23,05,0.0,0.0
15,2007-05-23,06,0.0,0.0
15,2007-05-23,07,0.0,0.0
15,2007-05-23,08,0.0,0.0
15,2007-05-23,09,0.0,0.0
15,2007-05-23,10,0.0,0.0
15,2007-05-23,11,0.0,0.0
15,2007-05-23,12,0.0,0.0
15,2007-05-23,13,0.0,0.0
15,2007-05-23,14,0.0,0.0
15,2007-05-23,15,0.0,0.0
15,2007-05-23,16,0.0,0.0
15,2007-05-23,17,0.0,0.0
15,2007-05-23,18,0.0,0.0
15,2007-05-23,19,0.0,0.0
15,2007-05-23,20,0.0,0.0
15,2007-05-23,21,0.0,0.0
15,2007-05-23,22,0.0,0.0
15,2007-05-23,23,0.0,0.0
15,2007-05-24,00,0.0,0.0
15,2007-05-24,01,0.0,0.0
15,2007-05-24,02,0.0,0.0
15,2007-05-24,03,0.0,0.0
15,2007-05-24,04,0.0,0.0
15,2007-05-24,05,0.0,0.0
15,2007-05-24,06,0.0,0.0
15,2007-05-24,07,0.0,0.0
15,2007-05-24,08,0.0,0.0
15,2007-05-24,09,0.0,0.0
15,2007-05-24,10,0.0,0.0
15,2007-05-24,11,0.0,0.0
15,2007-05-24,12,0.0,0.0
15,2007-05-24,13,0.0,0.0
15,2007-05-24,14,0.0,0.0
15,2007-05-24,15,0.0,0.0
15,2007-05-24,16,0.0,0.0
15,2007-05-24,17,0.0,0.0
15,2007-05-24,18,0.0,0.0
15,2007-05-24,19,0.0,0.0
15,2007-05-24,20,0.0,0.0
15,2007-05-24,21,0.0,0.0
15,2007-05-24,22,0.0,0.0
15,2007-05-24,23,0.0,0.0
15,2007-05-25,00,0.0,0.0
15,2007-05-25,01,0.0,0.0
15,2007-05-25,02,0.0,0.0
15,2007-05-25,03,0.0,0.0
15,2007-05-25,04,0.0,0.0
15,2007-05-25,05,0.0,0.0
15,2007-05-25,06,0.0,0.0
15,2007-05-25,07,0.0,0.0
15,2007-05-25,08,0.0,0.0
15,2007-05-25,09,0.0,0.0
15,2007-05-25,10,0.0,0.0
15,2007-05-25,11,0.0,0.0
15,2007-05-25,12,0.0,0.0
15,2007-05-25,13,0.0,0.0
15,2007-05-25,14,0.0,0.0
15,2007-05-25,15,0.0,0.0
15,2007-05-25,16,0.0,0.0
15,2007-05-25,17,0.0,0.0
15,2007-05-25,18,0.0,0.0
15,2007-05-25,19,0.0,0.0
15,2007-05-25,20,0.0,0.0
15,2007-05-25,21,0.0,0.0
15,2007-05-25,22,0.0,0.0
15,2007-05-25,23,0.0,0.0
15,2007-05-26,00,0.0,0.0
15,2007-05-26,01,0.0,0.0
15,2007-05-26,02,0.0,0.0
15,2007-05-26,03,0.0,0.0
15,2007-05-26,04,0.0,0.0
15,2007-05-26,05,0.0,0.0
15,2007-05-26,06,0.0,0.0
15,2007-05-26,07,0.0,0.0
15,2007-05-26,08,0.0,0.0
15,2007-05-26,09,0.0,0.0
15,2007-05-26,10,0.0,0.0
15,2007-05-26,11,0.0,0.0
15,2007-05-26,12,0.0,0.0
15,2007-05-26,13,0.0,0.0
15,2007-05-26,14,0.0,0.0
15,2007-05-26,15,0.0,0.0
15,2007-05-26,16,0.0,0.0
15,2007-05-26,17,0.0,0.0
15,2007-05-26,18,0.0,0.0
15,2007-05-26,19,0.0,0.0
15,2007-05-26,20,0.0,0.0
15,2007-05-26,21,0.0,0.0
15,2007-05-26,22,0.0,0.0
15,2007-05-26,23,0.0,0.0
15,2007-05-27,00,0.0,0.0
15,2007-05-27,01,0.0,0.0
15,2007-05-27,02,0.0,0.0
15,2007-05-27,03,0.0,0.0
15,2007-05-27,04,0.0,0.0
15,2007-05-27,05,0.0,0.0
15,2007-05-27,06,0.0,0.0
15,2007-05-27,07,0.0,0.0
15,2007-05-27,08,0.0,0.0
15,2007-05-27,09,0.0,0.0
15,2007-05-27,10,0.0,0.0
15,2007-05-27,11,0.0,0.0
15,2007-05-27,12,0.0,0.0
15,2007-05-27,13,0.0,0.0
15,2007-05-27,14,0.0,0.0
15,2007-05-27,15,0.0,0.0
15,2007-05-27,16,0.0,0.0
15,2007-05-27,17,0.0,0.0
15,2007-05-27,18,0.0,0.0
15,2007-05-27,19,0.0,0.0
15,2007-05-27,20,0.0,0.0
15,2007-05-27,21,0.0,0.0
15,2007-05-27,22,0.0,0.0
15,2007-05-27,23,0.0,0.0
15,2007-05-28,00,0.0,0.0
15,2007-05-28,01,0.0,0.0
15,2007-05-28,02,0.0,0.0
15,2007-05-28,03,0.0,0.0
15,2007-05-28,04,0.0,0.0
15,2007-05-28,05,0.0,0.0
15,2007-05-28,06,0.0,0.0
15,2007-05-28,07,0.0,0.0
15,2007-05-28,08,0.0,0.0
15,2007-05-28,09,0.0,0.0
15,2007-05-28,10,0.0,0.0
15,2007-05-28,11,0.0,0.0
15,2007-05-28,12,0.0,0.0
15,2007-05-28,13,0.0,0.0
15,2007-05-28,14,0.0,0.0
15,2007-05-28,15,0.0,0.0
15,2007-05-28,16,0.0,0.0
15,2007-05-28,17,0.0,0.0
15,2007-05-28,18,0.0,0.0
15,2007-05-28,19,0.0,0.0
15,2007-05-28,20,0.0,0.0
15,2007-05-28,21,0.0,0.0
15,2007-05-28,22,0.0,0.0
15,2007-05-28,23,0.0,0.0
15,2007-05-29,00,0.0,0.0
15,2007-05-29,01,0.0,0.0
15,2007-05-29,02,0.0,0.0
15,2007-05-29,03,0.0,0.0
15,2007-05-29,04,0.0,0.0
15,2007-05-29,05,0.0,0.0
